time_stamp,Requested File,Lifetime
73723,21.0,2.0
73724,38.0,5.0
73725,1.0,12.0
73725,5.0,12.0
73726,23.0,2.0
73727,11.0,10.0
73727,21.0,2.0
73728,30.0,12.0
73729,23.0,2.0
73729,2.0,12.0
73730,20.0,10.0
73731,25.0,12.0
73731,35.0,12.0
73732,28.0,11.0
73732,24.0,2.0
73733,23.0,2.0
73733,4.0,12.0
73734,1.0,12.0
73735,24.0,2.0
73735,8.0,2.0
73736,24.0,2.0
73737,13.0,12.0
73738,9.0,2.0
73739,5.0,12.0
73740,8.0,2.0
73741,3.0,3.0
73741,21.0,2.0
73742,22.0,12.0
73742,9.0,2.0
73745,19.0,10.0
73747,31.0,2.0
73747,39.0,10.0
73748,9.0,2.0
73748,8.0,2.0
73749,22.0,12.0
73749,21.0,2.0
73750,31.0,2.0
73750,9.0,2.0
73751,14.0,6.0
73752,35.0,12.0
73753,1.0,12.0
73753,8.0,2.0
73754,6.0,8.0
73755,15.0,5.0
73756,4.0,12.0
73757,21.0,2.0
73761,2.0,12.0
73762,21.0,2.0
73763,9.0,2.0
73763,8.0,2.0
73764,24.0,2.0
73764,24.0,2.0
73765,32.0,6.0
73766,2.0,12.0
73767,9.0,2.0
73767,21.0,2.0
73768,24.0,2.0
73768,8.0,2.0
73769,13.0,12.0
73769,9.0,2.0
73770,9.0,2.0
73771,24.0,2.0
73772,35.0,12.0
73773,9.0,2.0
73773,8.0,2.0
73774,11.0,10.0
73776,31.0,2.0
73776,4.0,12.0
73777,25.0,12.0
73777,24.0,2.0
73778,26.0,12.0
73778,11.0,10.0
73779,5.0,12.0
73780,24.0,2.0
73780,8.0,2.0
73781,22.0,12.0
73782,24.0,2.0
73783,31.0,2.0
73785,35.0,12.0
73786,9.0,2.0
73787,9.0,2.0
73787,36.0,6.0
73789,10.0,4.0
73789,8.0,2.0
73791,1.0,12.0
73792,24.0,2.0
73793,31.0,2.0
73793,4.0,12.0
73794,23.0,2.0
73795,24.0,2.0
73796,13.0,12.0
73797,31.0,2.0
73797,6.0,8.0
73798,24.0,2.0
73798,24.0,2.0
73799,2.0,12.0
73800,5.0,12.0
73801,8.0,2.0
73802,9.0,2.0
73802,23.0,2.0
73803,23.0,2.0
73804,21.0,2.0
73805,4.0,12.0
73807,9.0,2.0
73808,13.0,12.0
73808,35.0,12.0
73809,24.0,2.0
73810,25.0,12.0
73810,8.0,2.0
73814,4.0,12.0
73815,9.0,2.0
73816,21.0,2.0
73820,24.0,2.0
73821,26.0,12.0
73823,21.0,2.0
73824,23.0,2.0
73825,4.0,12.0
73826,1.0,12.0
73826,24.0,2.0
73827,13.0,12.0
73828,21.0,2.0
73829,25.0,12.0
73830,35.0,12.0
73831,31.0,2.0
73831,8.0,2.0
73832,13.0,12.0
73832,5.0,12.0
73833,37.0,11.0
73834,21.0,2.0
73835,25.0,12.0
73835,24.0,2.0
73837,4.0,12.0
73838,24.0,2.0
73838,24.0,2.0
73839,13.0,12.0
73839,8.0,2.0
73840,35.0,12.0
73843,25.0,12.0
73843,21.0,2.0
73844,24.0,2.0
73845,4.0,12.0
73845,5.0,12.0
73846,37.0,11.0
73846,9.0,2.0
73847,2.0,12.0
73847,11.0,10.0
73848,24.0,2.0
73850,7.0,3.0
73850,39.0,10.0
73851,40.0,5.0
73851,21.0,2.0
73852,22.0,12.0
73852,24.0,2.0
73853,25.0,12.0
73853,8.0,2.0
73854,13.0,12.0
73854,2.0,12.0
73855,13.0,12.0
73856,24.0,2.0
73857,21.0,2.0
73858,4.0,12.0
73859,9.0,2.0
73859,9.0,2.0
73860,1.0,12.0
73860,8.0,2.0
73861,35.0,12.0
73862,9.0,2.0
73863,13.0,12.0
73863,24.0,2.0
73864,35.0,12.0
73864,2.0,12.0
73865,8.0,2.0
73866,11.0,10.0
73866,28.0,11.0
73867,9.0,2.0
73868,31.0,2.0
73869,5.0,12.0
73869,5.0,12.0
73870,22.0,12.0
73871,24.0,2.0
73871,25.0,12.0
73872,13.0,12.0
73872,4.0,12.0
73873,8.0,2.0
73874,39.0,10.0
73875,23.0,2.0
73875,24.0,2.0
73876,31.0,2.0
73876,21.0,2.0
73878,40.0,5.0
73878,8.0,2.0
73879,32.0,6.0
73879,21.0,2.0
73880,33.0,9.0
73881,1.0,12.0
73881,9.0,2.0
73882,24.0,2.0
73882,14.0,6.0
73883,13.0,12.0
73883,38.0,5.0
73884,10.0,4.0
73884,8.0,2.0
73885,25.0,12.0
73886,24.0,2.0
73886,24.0,2.0
73887,22.0,12.0
73887,36.0,6.0
73888,1.0,12.0
73888,35.0,12.0
73890,9.0,2.0
73890,16.0,13.0
73891,23.0,2.0
73891,9.0,2.0
73892,31.0,2.0
73892,2.0,12.0
73893,13.0,12.0
73893,12.0,10.0
73894,9.0,2.0
73896,25.0,12.0
73896,5.0,12.0
73897,9.0,2.0
73898,21.0,2.0
73898,8.0,2.0
73899,13.0,12.0
73901,35.0,12.0
73902,31.0,2.0
73902,9.0,2.0
73903,39.0,10.0
73904,38.0,5.0
73904,2.0,12.0
73905,27.0,6.0
73905,8.0,2.0
73906,31.0,2.0
73906,9.0,2.0
73907,17.0,8.0
73907,32.0,6.0
73908,23.0,2.0
73908,5.0,12.0
73909,6.0,8.0
73911,1.0,12.0
73911,4.0,12.0
73912,22.0,12.0
73913,34.0,6.0
73913,9.0,2.0
73914,25.0,12.0
73914,24.0,2.0
73916,9.0,2.0
73917,21.0,2.0
73918,8.0,2.0
73919,24.0,2.0
73920,13.0,12.0
73920,21.0,2.0
73921,23.0,2.0
73921,5.0,12.0
73922,25.0,12.0
73922,28.0,11.0
73923,31.0,2.0
73923,37.0,11.0
73924,9.0,2.0
73925,23.0,2.0
73925,21.0,2.0
73926,19.0,10.0
73927,4.0,12.0
73928,23.0,2.0
73928,21.0,2.0
73929,29.0,7.0
73929,33.0,9.0
73930,1.0,12.0
73930,20.0,10.0
73931,37.0,11.0
73931,21.0,2.0
73932,23.0,2.0
73932,9.0,2.0
73933,24.0,2.0
73934,33.0,9.0
73935,20.0,10.0
73935,35.0,12.0
73936,9.0,2.0
73936,5.0,12.0
73937,19.0,10.0
73938,22.0,12.0
73938,24.0,2.0
73939,24.0,2.0
73939,21.0,2.0
73940,13.0,12.0
73941,9.0,2.0
73941,4.0,12.0
73942,1.0,12.0
73942,21.0,2.0
73944,9.0,2.0
73945,31.0,2.0
73945,9.0,2.0
73946,7.0,3.0
73946,35.0,12.0
73947,24.0,2.0
73947,24.0,2.0
73950,31.0,2.0
73950,5.0,12.0
73951,9.0,2.0
73951,18.0,9.0
73952,24.0,2.0
73953,22.0,12.0
73953,2.0,12.0
73954,17.0,8.0
73955,25.0,12.0
73955,24.0,2.0
73956,9.0,2.0
73958,24.0,2.0
73959,24.0,2.0
73959,8.0,2.0
73960,26.0,12.0
73960,30.0,12.0
73961,15.0,5.0
73961,21.0,2.0
73962,7.0,3.0
73962,24.0,2.0
73963,23.0,2.0
73963,35.0,12.0
73965,9.0,2.0
73965,21.0,2.0
73966,8.0,2.0
73967,31.0,2.0
73967,4.0,12.0
73968,1.0,12.0
73968,1.0,12.0
73969,23.0,2.0
73969,5.0,12.0
73970,24.0,2.0
73970,21.0,2.0
73971,25.0,12.0
73971,24.0,2.0
73972,10.0,4.0
73973,12.0,10.0
73974,31.0,2.0
73974,9.0,2.0
73975,38.0,5.0
73976,2.0,12.0
73977,24.0,2.0
73977,31.0,2.0
73978,27.0,6.0
73979,22.0,12.0
73979,8.0,2.0
73980,4.0,12.0
73981,31.0,2.0
73982,35.0,12.0
73982,24.0,2.0
73983,13.0,12.0
73984,31.0,2.0
73985,24.0,2.0
73985,21.0,2.0
73986,1.0,12.0
73986,2.0,12.0
73987,10.0,4.0
73988,19.0,10.0
73989,23.0,2.0
73990,9.0,2.0
73991,20.0,10.0
73992,32.0,6.0
73992,24.0,2.0
73993,24.0,2.0
73993,4.0,12.0
73994,22.0,12.0
73995,9.0,2.0
73995,5.0,12.0
73996,24.0,2.0
73996,35.0,12.0
73998,24.0,2.0
73999,23.0,2.0
74000,21.0,2.0
74001,31.0,2.0
74001,8.0,2.0
74002,23.0,2.0
74003,1.0,12.0
74003,9.0,2.0
74004,4.0,12.0
74005,24.0,2.0
74005,8.0,2.0
74007,9.0,2.0
74008,40.0,5.0
74008,24.0,2.0
74009,24.0,2.0
74009,9.0,2.0
74010,13.0,12.0
74011,23.0,2.0
74012,31.0,2.0
74013,20.0,10.0
74013,21.0,2.0
74015,5.0,12.0
74015,2.0,12.0
74017,8.0,2.0
74019,25.0,12.0
74019,21.0,2.0
74020,22.0,12.0
74020,35.0,12.0
74021,13.0,12.0
74023,13.0,12.0
74023,8.0,2.0
74024,23.0,2.0
74024,21.0,2.0
74025,2.0,12.0
74026,22.0,12.0
74027,21.0,2.0
74028,23.0,2.0
74029,9.0,2.0
74029,19.0,10.0
74031,25.0,12.0
74031,4.0,12.0
74033,21.0,2.0
74034,2.0,12.0
74035,9.0,2.0
74036,3.0,3.0
74037,21.0,2.0
74039,9.0,2.0
74040,24.0,2.0
74040,35.0,12.0
74041,24.0,2.0
74042,15.0,5.0
74043,4.0,12.0
74044,35.0,12.0
74045,21.0,2.0
74045,22.0,12.0
74046,9.0,2.0
74046,21.0,2.0
74048,22.0,12.0
74049,21.0,2.0
74050,23.0,2.0
74050,33.0,9.0
74051,5.0,12.0
74053,31.0,2.0
74053,9.0,2.0
74054,35.0,12.0
74055,24.0,2.0
74056,7.0,3.0
74056,2.0,12.0
74058,23.0,2.0
74059,9.0,2.0
74060,13.0,12.0
74060,5.0,12.0
74061,24.0,2.0
74062,23.0,2.0
74063,24.0,2.0
74064,9.0,2.0
74064,8.0,2.0
74065,21.0,2.0
74066,31.0,2.0
74067,24.0,2.0
74067,9.0,2.0
74068,15.0,5.0
74068,8.0,2.0
74069,5.0,12.0
74069,21.0,2.0
74070,2.0,12.0
74071,23.0,2.0
74072,31.0,2.0
74073,9.0,2.0
74074,24.0,2.0
74075,1.0,12.0
74076,9.0,2.0
74078,11.0,10.0
74078,21.0,2.0
74079,24.0,2.0
74079,24.0,2.0
74080,22.0,12.0
74080,5.0,12.0
74081,23.0,2.0
74081,21.0,2.0
74082,2.0,12.0
74083,6.0,8.0
74084,3.0,3.0
74085,35.0,12.0
74085,21.0,2.0
74086,35.0,12.0
74087,16.0,13.0
74088,25.0,12.0
74088,21.0,2.0
74089,26.0,12.0
74090,24.0,2.0
74091,8.0,2.0
74092,22.0,12.0
74092,2.0,12.0
74094,24.0,2.0
74094,21.0,2.0
74095,21.0,2.0
74095,9.0,2.0
74096,13.0,12.0
74097,24.0,2.0
74098,9.0,2.0
74098,11.0,10.0
74099,23.0,2.0
74099,32.0,6.0
74100,31.0,2.0
74100,13.0,12.0
74101,9.0,2.0
74101,35.0,12.0
74102,9.0,2.0
74103,4.0,12.0
74103,5.0,12.0
74104,9.0,2.0
74104,2.0,12.0
74105,1.0,12.0
74105,21.0,2.0
74106,24.0,2.0
74106,9.0,2.0
74107,9.0,2.0
74107,4.0,12.0
74108,35.0,12.0
74109,30.0,12.0
74109,21.0,2.0
74110,22.0,12.0
74111,9.0,2.0
74111,9.0,2.0
74112,11.0,10.0
74113,5.0,12.0
74113,35.0,12.0
74114,9.0,2.0
74114,4.0,12.0
74115,13.0,12.0
74116,24.0,2.0
74117,8.0,2.0
74118,9.0,2.0
74120,25.0,12.0
74120,21.0,2.0
74121,1.0,12.0
74121,8.0,2.0
74122,15.0,5.0
74123,5.0,12.0
74125,22.0,12.0
74127,18.0,9.0
74127,27.0,6.0
74128,4.0,12.0
74129,24.0,2.0
74130,31.0,2.0
74130,8.0,2.0
74131,18.0,9.0
74132,23.0,2.0
74132,21.0,2.0
74133,8.0,2.0
74134,28.0,11.0
74134,5.0,12.0
74135,13.0,12.0
74135,39.0,10.0
74136,23.0,2.0
74137,24.0,2.0
74138,4.0,12.0
74139,31.0,2.0
74139,2.0,12.0
74141,23.0,2.0
74142,24.0,2.0
74143,1.0,12.0
74143,35.0,12.0
74144,9.0,2.0
74145,22.0,12.0
74146,9.0,2.0
74146,37.0,11.0
74147,9.0,2.0
74149,29.0,7.0
74150,31.0,2.0
74150,5.0,12.0
74151,1.0,12.0
74151,20.0,10.0
74152,28.0,11.0
74152,25.0,12.0
74154,20.0,10.0
74155,13.0,12.0
74155,3.0,3.0
74156,1.0,12.0
74156,9.0,2.0
74157,9.0,2.0
74158,6.0,8.0
74159,31.0,2.0
74159,9.0,2.0
74160,23.0,2.0
74161,22.0,12.0
74162,8.0,2.0
74163,9.0,2.0
74163,21.0,2.0
74164,25.0,12.0
74164,35.0,12.0
74165,36.0,6.0
74166,40.0,5.0
74167,13.0,12.0
74167,24.0,2.0
74168,24.0,2.0
74168,4.0,12.0
74169,22.0,12.0
74170,24.0,2.0
74171,23.0,2.0
74171,9.0,2.0
74173,13.0,12.0
74173,12.0,10.0
74174,31.0,2.0
74174,9.0,2.0
74175,24.0,2.0
74177,31.0,2.0
74178,24.0,2.0
74178,21.0,2.0
74179,26.0,12.0
74180,28.0,11.0
74180,24.0,2.0
74181,2.0,12.0
74182,24.0,2.0
74182,4.0,12.0
74183,21.0,2.0
74184,22.0,12.0
74185,2.0,12.0
74186,25.0,12.0
74186,3.0,3.0
74187,13.0,12.0
74187,9.0,2.0
74188,7.0,3.0
74188,5.0,12.0
74189,18.0,9.0
74190,24.0,2.0
74190,9.0,2.0
74191,21.0,2.0
74191,8.0,2.0
74192,20.0,10.0
74192,21.0,2.0
74193,23.0,2.0
74194,10.0,4.0
74194,33.0,9.0
74195,31.0,2.0
74195,24.0,2.0
74196,21.0,2.0
74197,34.0,6.0
74197,35.0,12.0
74198,31.0,2.0
74198,8.0,2.0
74199,23.0,2.0
74199,21.0,2.0
74200,24.0,2.0
74200,24.0,2.0
74202,22.0,12.0
74203,31.0,2.0
74203,4.0,12.0
74204,39.0,10.0
74204,5.0,12.0
74205,1.0,12.0
74205,11.0,10.0
74206,24.0,2.0
74206,8.0,2.0
74208,23.0,2.0
74208,9.0,2.0
74209,25.0,12.0
74209,21.0,2.0
74211,13.0,12.0
74211,9.0,2.0
74212,34.0,6.0
74213,31.0,2.0
74214,1.0,12.0
74214,5.0,12.0
74215,9.0,2.0
74215,10.0,4.0
74216,31.0,2.0
74216,8.0,2.0
74218,23.0,2.0
74218,9.0,2.0
74219,31.0,2.0
74220,21.0,2.0
74221,8.0,2.0
74223,23.0,2.0
74223,21.0,2.0
74224,18.0,9.0
74225,26.0,12.0
74225,36.0,6.0
74227,23.0,2.0
74227,24.0,2.0
74228,13.0,12.0
74228,21.0,2.0
74229,8.0,2.0
74230,9.0,2.0
74231,38.0,5.0
74232,23.0,2.0
74232,2.0,12.0
74233,24.0,2.0
74233,8.0,2.0
74234,29.0,7.0
74235,9.0,2.0
74236,1.0,12.0
74236,4.0,12.0
74237,21.0,2.0
74238,6.0,8.0
74239,40.0,5.0
74240,24.0,2.0
74240,16.0,13.0
74241,12.0,10.0
74242,9.0,2.0
74242,35.0,12.0
74243,9.0,2.0
74244,31.0,2.0
74244,21.0,2.0
74245,13.0,12.0
74245,8.0,2.0
74246,7.0,3.0
74247,24.0,2.0
74248,24.0,2.0
74248,9.0,2.0
74249,1.0,12.0
74252,35.0,12.0
74252,26.0,12.0
74253,31.0,2.0
74253,5.0,12.0
74254,21.0,2.0
74255,35.0,12.0
74256,1.0,12.0
74257,25.0,12.0
74257,17.0,8.0
74258,9.0,2.0
74258,24.0,2.0
74259,24.0,2.0
74260,31.0,2.0
74260,9.0,2.0
74261,21.0,2.0
74262,22.0,12.0
74263,9.0,2.0
74263,2.0,12.0
74264,1.0,12.0
74264,23.0,2.0
74265,24.0,2.0
74267,9.0,2.0
74268,13.0,12.0
74269,23.0,2.0
74272,24.0,2.0
74272,8.0,2.0
74273,25.0,12.0
74273,35.0,12.0
74274,39.0,10.0
74275,7.0,3.0
74275,11.0,10.0
74276,24.0,2.0
74277,31.0,2.0
74277,15.0,5.0
74278,23.0,2.0
74278,2.0,12.0
74279,24.0,2.0
74279,21.0,2.0
74280,5.0,12.0
74281,23.0,2.0
74282,1.0,12.0
74283,9.0,2.0
74283,9.0,2.0
74284,23.0,2.0
74284,8.0,2.0
74285,4.0,12.0
74285,34.0,6.0
74286,31.0,2.0
74286,24.0,2.0
74287,4.0,12.0
74288,23.0,2.0
74288,5.0,12.0
74289,35.0,12.0
74290,14.0,6.0
74291,31.0,2.0
74292,22.0,12.0
74292,24.0,2.0
74293,4.0,12.0
74294,24.0,2.0
74295,25.0,12.0
74295,9.0,2.0
74296,31.0,2.0
74296,2.0,12.0
74297,13.0,12.0
74297,21.0,2.0
74299,23.0,2.0
74299,9.0,2.0
74300,5.0,12.0
74301,8.0,2.0
74302,24.0,2.0
74302,35.0,12.0
74304,30.0,12.0
74304,24.0,2.0
74305,22.0,12.0
74306,36.0,6.0
74306,9.0,2.0
74307,8.0,2.0
74308,31.0,2.0
74308,2.0,12.0
74309,25.0,12.0
74309,24.0,2.0
74310,9.0,2.0
74310,21.0,2.0
74311,13.0,12.0
74312,26.0,12.0
74313,23.0,2.0
74313,7.0,3.0
74314,1.0,12.0
74314,8.0,2.0
74315,35.0,12.0
74316,31.0,2.0
74316,9.0,2.0
74317,9.0,2.0
74317,34.0,6.0
74318,24.0,2.0
74319,7.0,3.0
74320,31.0,2.0
74320,8.0,2.0
74321,4.0,12.0
74322,23.0,2.0
74322,2.0,12.0
74323,22.0,12.0
74323,23.0,2.0
74324,39.0,10.0
74324,21.0,2.0
74325,24.0,2.0
74326,24.0,2.0
74327,25.0,12.0
74328,17.0,8.0
74330,23.0,2.0
74331,31.0,2.0
74332,24.0,2.0
74333,23.0,2.0
74333,21.0,2.0
74335,1.0,12.0
74335,9.0,2.0
74336,13.0,12.0
74336,35.0,12.0
74337,8.0,2.0
74338,27.0,6.0
74339,10.0,4.0
74339,2.0,12.0
74340,9.0,2.0
74340,21.0,2.0
74341,31.0,2.0
74342,23.0,2.0
74343,8.0,2.0
74343,4.0,12.0
74344,31.0,2.0
74344,24.0,2.0
74345,24.0,2.0
74346,23.0,2.0
74346,5.0,12.0
74347,25.0,12.0
74347,8.0,2.0
74348,7.0,3.0
74349,31.0,2.0
74349,24.0,2.0
74350,5.0,12.0
74350,2.0,12.0
74352,31.0,2.0
74353,35.0,12.0
74354,5.0,12.0
74355,23.0,2.0
74355,8.0,2.0
74356,22.0,12.0
74357,24.0,2.0
74357,21.0,2.0
74360,24.0,2.0
74361,23.0,2.0
74361,5.0,12.0
74362,11.0,10.0
74362,26.0,12.0
74363,8.0,2.0
74363,8.0,2.0
74364,23.0,2.0
74364,9.0,2.0
74365,4.0,12.0
74366,35.0,12.0
74367,24.0,2.0
74367,8.0,2.0
74368,39.0,10.0
74369,2.0,12.0
74370,24.0,2.0
74370,9.0,2.0
74371,21.0,2.0
74371,5.0,12.0
74372,31.0,2.0
74372,21.0,2.0
74373,10.0,4.0
74374,35.0,12.0
74375,9.0,2.0
74378,13.0,12.0
74378,8.0,2.0
74379,23.0,2.0
74379,2.0,12.0
74380,9.0,2.0
74380,4.0,12.0
74382,24.0,2.0
74383,24.0,2.0
74383,8.0,2.0
74384,9.0,2.0
74385,23.0,2.0
74386,17.0,8.0
74387,1.0,12.0
74388,12.0,10.0
74388,9.0,2.0
74389,24.0,2.0
74390,24.0,2.0
74390,8.0,2.0
74391,9.0,2.0
74392,30.0,12.0
74392,7.0,3.0
74393,24.0,2.0
74393,2.0,12.0
74394,23.0,2.0
74394,24.0,2.0
74395,31.0,2.0
74395,35.0,12.0
74396,33.0,9.0
74397,24.0,2.0
74398,22.0,12.0
74398,8.0,2.0
74400,5.0,12.0
74401,23.0,2.0
74401,8.0,2.0
74402,9.0,2.0
74402,4.0,12.0
74403,39.0,10.0
74403,9.0,2.0
74404,23.0,2.0
74404,8.0,2.0
74405,25.0,12.0
74407,13.0,12.0
74407,21.0,2.0
74408,31.0,2.0
74408,24.0,2.0
74410,14.0,6.0
74410,2.0,12.0
74411,23.0,2.0
74411,26.0,12.0
74412,18.0,9.0
74412,21.0,2.0
74413,35.0,12.0
74414,24.0,2.0
74416,1.0,12.0
74416,8.0,2.0
74417,32.0,6.0
74417,4.0,12.0
74418,27.0,6.0
74418,9.0,2.0
74419,24.0,2.0
74419,21.0,2.0
74420,34.0,6.0
74420,24.0,2.0
74421,16.0,13.0
74422,13.0,12.0
74422,17.0,8.0
74423,31.0,2.0
74423,5.0,12.0
74424,1.0,12.0
74426,24.0,2.0
74426,2.0,12.0
74427,22.0,12.0
74428,9.0,2.0
74429,35.0,12.0
74430,36.0,6.0
74431,25.0,12.0
74431,8.0,2.0
74432,21.0,2.0
74435,22.0,12.0
74436,24.0,2.0
74436,9.0,2.0
74437,9.0,2.0
74437,16.0,13.0
74438,25.0,12.0
74439,1.0,12.0
74439,5.0,12.0
74440,14.0,6.0
74440,4.0,12.0
74441,31.0,2.0
74441,21.0,2.0
74442,12.0,10.0
74443,24.0,2.0
74443,8.0,2.0
74445,22.0,12.0
74445,36.0,6.0
74446,23.0,2.0
74446,34.0,6.0
74447,24.0,2.0
74447,2.0,12.0
74448,13.0,12.0
74449,25.0,12.0
74450,31.0,2.0
74451,5.0,12.0
74451,35.0,12.0
74452,38.0,5.0
74453,24.0,2.0
74453,8.0,2.0
74454,22.0,12.0
74455,23.0,2.0
74455,21.0,2.0
74456,4.0,12.0
74457,25.0,12.0
74458,9.0,2.0
74458,9.0,2.0
74459,15.0,5.0
74461,28.0,11.0
74462,9.0,2.0
74463,23.0,2.0
74463,9.0,2.0
74464,1.0,12.0
74464,1.0,12.0
74465,13.0,12.0
74465,34.0,6.0
74466,17.0,8.0
74466,17.0,8.0
74467,2.0,12.0
74468,25.0,12.0
74469,31.0,2.0
74469,24.0,2.0
74470,9.0,2.0
74470,26.0,12.0
74471,12.0,10.0
74472,22.0,12.0
74473,35.0,12.0
74474,24.0,2.0
74474,21.0,2.0
74475,31.0,2.0
74475,13.0,12.0
74476,2.0,12.0
74477,24.0,2.0
74477,30.0,12.0
74478,4.0,12.0
74479,36.0,6.0
74479,40.0,5.0
74480,8.0,2.0
74481,35.0,12.0
74482,1.0,12.0
74484,30.0,12.0
74484,21.0,2.0
74485,9.0,2.0
74486,29.0,7.0
74486,24.0,2.0
74488,40.0,5.0
74489,31.0,2.0
74489,21.0,2.0
74490,13.0,12.0
74490,24.0,2.0
74492,33.0,9.0
74492,3.0,3.0
74494,35.0,12.0
74494,5.0,12.0
74495,1.0,12.0
74496,9.0,2.0
74498,2.0,12.0
74500,31.0,2.0
74501,25.0,12.0
74502,26.0,12.0
74502,21.0,2.0
74503,13.0,12.0
74504,5.0,12.0
74505,13.0,12.0
74505,1.0,12.0
74507,2.0,12.0
74508,24.0,2.0
74509,21.0,2.0
74510,24.0,2.0
74510,35.0,12.0
74511,25.0,12.0
74511,39.0,10.0
74512,1.0,12.0
74513,31.0,2.0
74513,24.0,2.0
74514,9.0,2.0
74515,21.0,2.0
74516,37.0,11.0
74517,13.0,12.0
74517,5.0,12.0
74518,9.0,2.0
74518,9.0,2.0
74519,23.0,2.0
74519,23.0,2.0
74520,31.0,2.0
74520,2.0,12.0
74521,4.0,12.0
74522,14.0,6.0
74522,6.0,8.0
74523,33.0,9.0
74523,12.0,10.0
74524,9.0,2.0
74525,8.0,2.0
74526,25.0,12.0
74527,24.0,2.0
74528,23.0,2.0
74528,40.0,5.0
74529,31.0,2.0
74529,24.0,2.0
74530,6.0,8.0
74530,9.0,2.0
74531,23.0,2.0
74531,35.0,12.0
74532,22.0,12.0
74532,8.0,2.0
74533,21.0,2.0
74534,16.0,13.0
74534,9.0,2.0
74535,13.0,12.0
74536,1.0,12.0
74536,32.0,6.0
74537,31.0,2.0
74538,24.0,2.0
74538,24.0,2.0
74539,9.0,2.0
74540,4.0,12.0
74541,22.0,12.0
74542,30.0,12.0
74542,21.0,2.0
74543,24.0,2.0
74545,9.0,2.0
74546,1.0,12.0
74546,5.0,12.0
74547,21.0,2.0
74548,35.0,12.0
74549,23.0,2.0
74549,2.0,12.0
74550,25.0,12.0
74550,18.0,9.0
74551,38.0,5.0
74551,24.0,2.0
74552,21.0,2.0
74552,9.0,2.0
74553,30.0,12.0
74554,12.0,10.0
74554,5.0,12.0
74555,18.0,9.0
74558,31.0,2.0
74558,4.0,12.0
74559,13.0,12.0
74560,12.0,10.0
74562,31.0,2.0
74562,35.0,12.0
74563,10.0,4.0
74564,8.0,2.0
74565,9.0,2.0
74565,38.0,5.0
74567,23.0,2.0
74570,31.0,2.0
74570,9.0,2.0
74571,13.0,12.0
74573,1.0,12.0
74573,15.0,5.0
74574,22.0,12.0
74574,5.0,12.0
74576,9.0,2.0
74577,35.0,12.0
74577,8.0,2.0
74578,9.0,2.0
74578,4.0,12.0
74579,24.0,2.0
74579,35.0,12.0
74580,40.0,5.0
74580,34.0,6.0
74581,21.0,2.0
74582,9.0,2.0
74582,8.0,2.0
74583,22.0,12.0
74583,5.0,12.0
74584,2.0,12.0
74585,24.0,2.0
74586,23.0,2.0
74586,4.0,12.0
74588,9.0,2.0
74589,24.0,2.0
74590,15.0,5.0
74590,35.0,12.0
74591,8.0,2.0
74592,30.0,12.0
74592,33.0,9.0
74594,23.0,2.0
74594,9.0,2.0
74595,31.0,2.0
74596,24.0,2.0
74596,4.0,12.0
74598,23.0,2.0
74598,24.0,2.0
74599,9.0,2.0
74600,31.0,2.0
74600,14.0,6.0
74601,23.0,2.0
74601,35.0,12.0
74602,9.0,2.0
74603,22.0,12.0
74603,21.0,2.0
74604,31.0,2.0
74604,8.0,2.0
74605,13.0,12.0
74605,37.0,11.0
74606,8.0,2.0
74606,9.0,2.0
74607,23.0,2.0
74608,24.0,2.0
74609,8.0,2.0
74609,24.0,2.0
74610,25.0,12.0
74610,8.0,2.0
74612,24.0,2.0
74612,35.0,12.0
74613,2.0,12.0
74614,31.0,2.0
74615,31.0,2.0
74616,9.0,2.0
74616,5.0,12.0
74617,31.0,2.0
74618,12.0,10.0
74618,9.0,2.0
74620,39.0,10.0
74621,27.0,6.0
74622,22.0,12.0
74622,8.0,2.0
74623,23.0,2.0
74623,16.0,13.0
74624,9.0,2.0
74624,24.0,2.0
74625,18.0,9.0
74626,24.0,2.0
74626,8.0,2.0
74627,4.0,12.0
74628,35.0,12.0
74629,25.0,12.0
74629,9.0,2.0
74630,31.0,2.0
74630,5.0,12.0
74631,1.0,12.0
74632,1.0,12.0
74632,29.0,7.0
74633,24.0,2.0
74633,9.0,2.0
74634,31.0,2.0
74634,24.0,2.0
74635,9.0,2.0
74636,19.0,10.0
74637,39.0,10.0
74638,31.0,2.0
74639,9.0,2.0
74640,13.0,12.0
74640,17.0,8.0
74641,24.0,2.0
74641,11.0,10.0
74642,36.0,6.0
74642,24.0,2.0
74643,29.0,7.0
74644,35.0,12.0
74645,19.0,10.0
74646,23.0,2.0
74647,31.0,2.0
74647,38.0,5.0
74648,9.0,2.0
74648,5.0,12.0
74650,8.0,2.0
74651,40.0,5.0
74651,21.0,2.0
74653,31.0,2.0
74654,24.0,2.0
74654,35.0,12.0
74655,25.0,12.0
74655,33.0,9.0
74656,1.0,12.0
74656,21.0,2.0
74657,9.0,2.0
74658,22.0,12.0
74659,9.0,2.0
74660,6.0,8.0
74660,29.0,7.0
74661,24.0,2.0
74661,36.0,6.0
74662,9.0,2.0
74662,2.0,12.0
74663,4.0,12.0
74664,24.0,2.0
74665,24.0,2.0
74665,17.0,8.0
74666,40.0,5.0
74667,13.0,12.0
74667,5.0,12.0
74668,9.0,2.0
74668,39.0,10.0
74669,23.0,2.0
74669,9.0,2.0
74670,22.0,12.0
74670,8.0,2.0
74671,38.0,5.0
74672,24.0,2.0
